,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc
lean,12.368269410263244,-768.529904536458,-420.4557118223875,-759.0917625087855,201.7057440807203,3831.900763500048,1095.3557548148904,1524.9009767373122,1631.5286179385346,-4.832712246518559,0.0295495142165785,8212.782409778336,0.0001970379542124,0.022231516350953,0.023119726085713,0.0403975807413413,-0.0205161713336626,0.4098865716291769,0.0403470524845669,0.045702551535553,1.153317282651008,0.2886999277603458,0.0124298138084569,-0.2144836980357446,2.3765019925703275,2.867491766058283,0.1701074610322319,7.777237098092135,1.394550895981126,17.82270889018508,75.12015398820606,7.334184719678566,0.2156695471856605
gefilte,18.132223996553897,-1607.832621894744,-327.41583010834023,-944.857345822688,-1443.6322183989134,-7107.42296293213,-10144.989996208084,13396.114400507908,357.52269841335175,52.635496307617046,0.0412842971890046,-15075.0695543065,0.0071923614276554,0.4058197557795705,-0.0107490834279488,0.0635144470259844,0.3565525133580944,4.266507799661622,0.574171973137086,0.2675004441340241,-15.992796336452631,-0.7136568169342729,0.6175784992176221,-0.6196238077100615,41.90882108716807,-11.426752512326368,2.442890428816005,1.7041032892690169,-12.093910988376338,176.7347091215846,302.76391644230995,-117.07157468570004,0.8361628480121764
florida,28.438905634237557,2039.4260131775252,839.0121775860725,93.6216202726916,365.5103411192116,-4049.900855730458,-765.391200634059,5961.421132448207,-1022.4865902293966,16.593480183338226,0.0643183642517794,8541.321135051197,-0.0006227872885271,0.1739530106657185,0.0154592493863334,-0.0079885278034214,-0.0118503537076809,0.239753779911142,0.4074783417470481,-0.0235499642567432,-5.2860116850194405,0.0457068232169432,-0.1320337973830948,0.0421687013269721,12.74391109002033,-0.7903005968202313,-0.3650256994144472,3.4191135628638687,-1.5827443656631837,73.42561817750217,136.4395943359443,-9.348838669187158,-0.1385689660047053
popcorn,2.7381271192794614,-4110.74270399994,1086.2426599533364,-2280.109499357918,-218.96813357820415,10766.956669330057,4962.857524190833,-3012.51259834897,769.7144153893893,-23.84322405321673,-0.0642621720271581,-10202.80133471529,-0.000443680245302,0.0034708378750869,0.0507844588182668,0.0134807765267717,-0.0059494675487764,-0.6734725421592614,0.1257460636070758,0.0154464024795845,-1.512933245392654,0.5038228225562909,-0.2429323372605701,0.3736287132036648,-64.48526103743151,1.1092318451557714,-0.2488919941161313,3.725723932860375,2.4384578306742903,-52.13850306238656,-68.7263628017455,20.6378763571692,-0.2141370456775517
salmon,334.6179138419638,21334.13910101957,4222.782789357784,7802.463086372865,7196.212038119131,-19142.46796088007,-2356.8422483911854,48752.3547927684,-768.4433293536454,138.71590361581735,0.4553144983749114,135639.1187958198,-0.0006276834523915,0.2508196978252106,-0.0038659032273771,0.0073290161371853,0.3366289450934516,17.617842138790294,4.4287347289547485,1.3263057790660322,-1.968659823108072,1.6652804272348156,3.9809295988846336,-0.1259558994590187,226.0170551019261,-2.778935117617616,-0.1254688705344857,47.23807321971687,-0.2282057673207287,613.0768566745822,674.6285240670662,38.536163014927105,0.1172337313770276
noodle,73.94235485235194,-148.31484236791312,63.93279600925098,343.1633920983418,83.26450839403219,21378.77695231161,-965.0862165576928,-2942.495512332163,842.7277069788537,-25.02286634284573,0.1524041529266956,-1891.438897342763,-0.0018221199949161,0.0694967186627578,0.0882483207827649,0.014587523025407,0.0281861029541448,-0.9433301183140336,0.5524579467479704,-0.0427313415351206,-11.615027892654393,-0.38293306689677,-0.0124457644166529,0.0108992979265993,-14.722761855062496,-1.2967298154845768,-0.2129309808988355,-8.31983637958518,0.8353712136596991,-25.008852885800945,-62.996776489981585,-9.805742232691223,-0.3678040566954607
poi,268.99999999999926,300.00000000002143,62.99999999991995,57.99999999999961,100.00000000000784,65400.0,900.0000000000068,900.0000000000348,1000.0,4.736052358524027e-13,0.0910000000000009,171900.0000000002,8.00127818991994e-17,-1.408535450847522e-16,0.3000000000000004,0.08,2.731509204312626e-16,0.0310000000000043,2.600000000000008,0.700000000000001,0.7000000000001111,9.60000000000002,-1.6289560151744446e-15,5.499999999999996,0.0220000000001349,38.40000000000024,0.4000000000000128,2.0999999999999246,57.60000000000007,0.9000000000001285,93.60000000000112,439.2000000000008,0.0979999999999864
ravioli,-226.5395193630124,-28770.40785165755,-4877.952402160704,-11257.226879833504,-3937.830450180455,25267.13898507685,3652.162536686741,-22466.015358417502,2552.520052713144,-111.43454671473326,0.3096371776974732,10003.433690808984,-0.0003719712532319,-0.0804273780183133,0.0630622633375271,0.0184850811572881,-0.3209773505330244,-6.10218138423151,-0.5128221861252934,-0.3042592893060558,-14.320521231981704,4.063339317130822,0.7491157647306668,0.7773712831568496,-90.1326921093613,6.835717136684863,-1.9187721251028371,-11.153052516775013,7.596347277116119,-282.74433033908497,-41.96606844356753,81.97504036064636,-4.753960986986085
steak,70.9178675191106,2159.4620208047736,1312.64890997364,1111.0782888473675,-111.12520957791752,-1250.4033369234785,-488.3055113108567,13933.147274979348,-332.02962832823675,98.3124280831324,-0.0905802778643871,20097.83419822209,0.0002632471642922,-0.1288405835718237,0.0429189948101682,0.0208860320441727,0.1018863877037695,0.5168496451339122,1.1689447563675348,0.340159898814069,-1.6441792454364097,0.4824038556497486,-0.0006911615179966,-0.0061898753191965,-11.7455420489324,3.734798575861779,0.7686894320300449,3.572436991465573,4.2644677368958055,26.01197970384132,127.56070005502936,56.983838361820546,3.4334747699212262
tahitian,-39.08060630365967,983.0378703141738,-71.98774136291075,-287.0542188469169,1158.7624323587522,-9957.513786417458,-2996.573976165973,-709.4446126321363,-3552.4816571306224,-15.071028681080122,0.2098371756333902,5540.517304043941,0.0001232930892568,-0.0387951097457961,0.00986655043915,-0.013720200541511,0.1282333933425304,-0.1569721465026955,-0.1298007579487978,-0.1501213487213637,74.33550342017439,-1.7632932972671065,-0.7243494986387033,-1.0421759208160002,150.73065956055626,-6.604715881047598,0.7422748001798605,43.35936159853756,-11.152944060189393,-6.447113441529775,475.56414101544226,-181.59185004517155,-0.5682044224096044
