,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc
split,75.45431336466854,-2124.8448251634272,-831.7835300940424,-1299.6191098758609,172.5744541808682,18258.71270961077,-2606.4508025346463,6634.864282713028,8888.450989399287,-9.70718336777125,-0.010544348513455717,-20952.280391393695,-0.00043454343422496926,-0.021092355522405626,-3.520117315147786e-05,-0.01444518936576587,-0.01805944265163817,-0.5243277049706574,0.6664957192764386,-0.01893758320516853,-4.653380671697924,0.11201819914511013,-0.14153386448175814,-0.1007586873674009,7.833994625876741,1.264958465244625,0.5328093750608285,11.737845155660104,-2.2772926663438966,82.80063336992194,335.0234956286988,-11.777820139779635,0.10320682652853774
pasilla,-7.672984545522979,-1084.8215122291804,1515.5275188365758,45.06833000928509,-2002.521643542951,3183.432307284984,5571.517411810751,-1409.0213058176887,-2509.215374800209,20.9325887306632,-0.047239892178772,57106.9198609944,-0.01171456568927677,-0.012213502394726627,0.031183737852535476,-0.0107582368412968,0.2527178326490415,-0.9665986241369275,0.27309926542417884,0.1315792378950178,-61.4761618482992,-4.997786726843872,-0.057423595015455686,0.33367778926611036,27.72351043454199,-1.7822565605455267,0.2890487648707383,-28.970091046527653,-1.529247703212608,-32.35148852458677,-148.1038624467232,6.74510946208116,0.015132649355956262
spread,50.73732961200483,4915.90172872406,4460.3226108484205,-615.7256336902974,142.27901244352006,642.243306087199,1806.9025728734077,2434.7696125876128,67.91217270813104,20.140825825596927,0.259951334244812,21262.28651700588,0.00026710570272306475,-0.010734970103486563,0.052100982151705555,0.02359729263544262,0.08510334050037492,-0.26488855876724854,0.12276764834450327,0.07629724439424501,3.8871695031707603,0.4387737308032449,-0.4001899308842275,0.13867229034751372,-11.711859861744628,5.509979003555742,0.5668293387320176,4.280079887478564,2.645253096036818,16.677074801292548,33.79091264949216,22.776388582251002,0.20604292589331852
chicory,-0.5785167995016138,-1693.2849747991822,170.52960361548503,-704.2773957310183,-426.65370393689136,183.83457994125274,-2230.268272670507,93.69448345480487,866.114675073726,-1.53216502886022,-0.028514659939285397,27404.40447388876,0.0004800573187919597,0.03543468894852869,0.044708991094016604,0.030320020481881704,-0.005514791366493382,0.29156460031559384,0.18733890493425465,0.3500112391520916,-3.838320801218188,5.7671835139436425,-0.32719064607684856,0.41290485952410805,-37.44033955246199,34.81003981005166,0.0583433269628828,-7.003222881637932,17.626621391249074,-8.3297491772564,-40.39999206887336,234.77981922304588,-0.23098615532419764
tahitian,-39.08060630366003,983.0378703139577,-71.98774136297288,-287.0542188468771,1158.762432358667,-9957.513786417174,-2996.573976166017,-709.4446126324292,-3552.4816571306037,-15.07102868108052,0.20983717563340065,5540.5173040441805,0.00012329308925686927,-0.03879510974581063,0.009866550439209032,-0.013720200541518887,0.12823339334252035,-0.15697214650273228,-0.12980075794883783,-0.1501213487213684,74.33550342017308,-1.7632932972672037,-0.7243494986387364,-1.0421759208160388,150.73065956055785,-6.60471588104771,0.7422748001799684,43.359361598537966,-11.152944060189633,-6.447113441528842,475.5641410154451,-181.59185004517428,-0.568204422409655
seasoning,153.73564602069973,8957.287400717618,1626.2786748087528,3276.2309441232846,1655.6232475789188,13242.776904137698,1186.40834151252,6162.068351989942,809.4487173305761,19.6803684399679,0.25068926197867336,108964.14002517244,0.0005489051064937857,0.06291883121445527,-0.029692870850470676,-0.02672102475362892,-0.0038950231426961857,2.3234933704935825,0.06936011968931721,0.01683156020358023,28.793759635131217,-0.46235960125080666,-0.31154475554120986,-2.8920769346976565,90.54617186485085,-0.054343918721286855,2.4068362229812914,23.0453238227984,-4.262992684166797,60.81939437418717,216.92605444354518,-56.678723937271684,1.0076747966014317
mcmuffin,334.7479060607028,17558.342512090152,5161.794920729171,5535.801437898863,4181.82103524315,34405.02606563269,2457.1439038096623,12818.032129815223,1035.9854456873513,67.59781208494798,0.7081175357851665,40925.97639959924,0.0006334959050558354,0.1425746139712899,0.15781197270831315,0.01679855209411614,-0.04588830887542887,2.0021421156640127,1.8849928161851464,0.666290565095752,-14.44105041998101,0.38488255627780177,0.19294192915312391,-7.950747462473105,108.73411890285703,129.92944043430037,0.061185692383230794,16.54417938532103,9.186504289058917,51.626156738577876,247.66098841765572,85.24397133289608,0.5301505900885429
sheepshead,117.37781126847693,-2221.1479736448746,-1221.9756448276567,-1512.756759454589,381.02068223843526,-8099.801711460765,-1530.782401268113,39422.842264896346,-2044.9731804587263,96.03696036667507,0.21313672850354445,106532.64227010129,-0.0012580745770544126,-0.18059397866856589,0.022918498772662943,0.04152294439315375,-0.04270070741536743,0.5795075598222308,1.7149566834940806,0.45290007148651057,-10.572023370039833,0.042413646433745456,-0.3640675947662093,0.06383740265394966,53.68782218004162,-1.5046011936407098,-0.2300513988288495,48.738227125728585,-3.098988731326525,585.5512363550035,736.5791886718919,-18.69417733837571,0.07286206799055184
cover,-367.69944093231584,-11393.700536256474,-10300.895777603297,-7725.371663236358,263.32362061208823,-58379.10404207054,-28112.73444974383,-2949.4400372807813,-2556.4933428188356,13.196183343602428,-0.2606443136093398,-8360.310524127672,0.0018169316626887727,-0.09645947585795997,-0.01897558420320755,0.003196575061324279,-0.12830359486424575,-2.472359244674886,-0.1311086565807164,0.09053528746446529,4.703862384479976,-0.7413013320239887,-0.4094589613792421,0.47854959005919295,-16.94780375909786,6.137994400547271,-2.624530523808698,-28.689966626642356,-1.233654453684622,-95.50831613751649,-27.082579801903115,-2.6523332796285786,-1.0298912722926665
mini,12.785648346788335,13.006038651372364,-2339.088072605262,2781.0496967840427,353.157399967683,-1196.5106607583948,557.3216699642544,-1230.9147102389252,-854.2472840098208,-3.249815561220089,0.027440439070869516,-14228.802899848084,0.000738029238369969,-0.02108456249104934,-0.00510881151871323,0.004020393309946711,-0.015725682973911796,-0.2415908201551793,-0.03738907979244882,-0.03420208720737786,-4.4820781060256465,-1.6627129890278667,-0.20525099949438919,0.14953476118413755,-9.577726047480445,2.701557189410181,-0.6855894626299781,-13.581718417079191,-0.8073585948438691,-42.386906389437186,41.70490762781021,-10.40720909139776,-0.37355189740388406
